Timestamp,NH3
2025-01-22 00:00:00,204.96714153011231
2025-01-22 00:00:01,198.62798198828816
2025-01-22 00:00:02,206.49813538100693
2025-01-22 00:00:03,215.26217356408023
2025-01-22 00:00:04,197.70096625276662
2025-01-22 00:00:05,197.7117554305082
2025-01-22 00:00:06,215.85587815507392
2025-01-22 00:00:07,207.74872229152908
2025-01-22 00:00:08,195.39025614065045
2025-01-22 00:00:09,205.52122543585963
2025-01-22 00:00:10,195.47207307187537
2025-01-22 00:00:11,195.4595774642974
2025-01-22 00:00:12,202.54712271566035
2025-01-22 00:00:13,181.00532255342202
2025-01-22 00:00:14,182.89957167486966
2025-01-22 00:00:15,194.53649970759025
2025-01-22 00:00:16,190.04168879665576
2025-01-22 00:00:17,193.02769348596829
2025-01-22 00:00:18,181.4135673576521
2025-01-22 00:00:19,176.62185977187943
2025-01-22 00:00:20,203.96840715808534
2025-01-22 00:00:21,187.89634332491963
2025-01-22 00:00:22,190.68334749967073
2025-01-22 00:00:23,176.50361122575688
2025-01-22 00:00:24,184.86891818063125
2025-01-22 00:00:25,191.09568461036383
2025-01-22 00:00:26,179.10485063428382
2025-01-22 00:00:27,193.61160309085417
2025-01-22 00:00:28,184.33436924721673
2025-01-22 00:00:29,187.26999015554858
2025-01-22 00:00:30,184.3242217592463
2025-01-22 00:00:31,207.64219251191986
2025-01-22 00:00:32,189.9134370274925
2025-01-22 00:00:33,179.99123023678283
2025-01-22 00:00:34,197.85758000701512
2025-01-22 00:00:35,178.44112934679745
2025-01-22 00:00:36,192.026328312798
2025-01-22 00:00:37,171.42073780533255
2025-01-22 00:00:38,177.421152808215
2025-01-22 00:00:39,191.912280882814
2025-01-22 00:00:40,197.0586605957667
2025-01-22 00:00:41,191.67004467483187
2025-01-22 00:00:42,188.94278905208108
2025-01-22 00:00:43,187.18057605602064
2025-01-22 00:00:44,175.99264799803484
2025-01-22 00:00:45,183.20166834496465
2025-01-22 00:00:46,185.66466029873507
2025-01-22 00:00:47,200.0865534534119
2025-01-22 00:00:48,193.3067787992062
2025-01-22 00:00:49,173.28913236958314
2025-01-22 00:00:50,193.1211620394413
2025-01-22 00:00:51,186.38260445185657
2025-01-22 00:00:52,183.60951879056802
2025-01-22 00:00:53,195.85388854306524
2025-01-22 00:00:54,199.83833331683957
2025-01-22 00:00:55,198.89079112563542
2025-01-22 00:00:56,182.06737302760692
2025-01-22 00:00:57,187.10352669147622
2025-01-22 00:00:58,193.18938189368117
2025-01-22 00:00:59,199.31140096943983
2025-01-22 00:01:00,185.4885347272573
2025-01-22 00:01:01,188.27754152338323
2025-01-22 00:01:02,179.52920045491027
2025-01-22 00:01:03,178.67523244715392
2025-01-22 00:01:04,197.76237777059
2025-01-22 00:01:05,202.92879606881695
2025-01-22 00:01:06,189.3574425408768
2025-01-22 00:01:07,199.57734313057588
2025-01-22 00:01:08,193.47798484314387
2025-01-22 00:01:09,183.91170641459365
2025-01-22 00:01:10,193.47570035638122
2025-01-22 00:01:11,204.6562421227659
2025-01-22 00:01:12,189.70126674788824
2025-01-22 00:01:13,204.90906493244913
2025-01-22 00:01:14,165.14864960675646
2025-01-22 00:01:15,197.85147579453917
2025-01-22 00:01:16,190.86881738929475
2025-01-22 00:01:17,187.2004957043984
2025-01-22 00:01:18,190.91360744356072
2025-01-22 00:01:19,171.15564114013128
2025-01-22 00:01:20,187.95434796936624
2025-01-22 00:01:21,193.4350026056862
2025-01-22 00:01:22,204.08476280291566
2025-01-22 00:01:23,185.11704141996898
2025-01-22 00:01:24,182.35931431290007
