timestamp,concentration
2023-01-01 00:00:00,10.248357076505616
2023-01-01 00:00:01,9.940594467983901
2023-01-01 00:00:02,10.343297340047094
2023-01-01 00:00:03,10.790694119346702
2023-01-01 00:00:04,9.9218281255129
2023-01-01 00:00:05,9.931561291594534
2023-01-01 00:00:06,10.847960304369444
2023-01-01 00:00:07,10.4517943909961
2023-01-01 00:00:08,9.843061800437525
2023-01-01 00:00:09,10.35879965331112
2023-01-01 00:00:10,9.86552992832444
2023-01-01 00:00:11,9.874091380257559
2023-01-01 00:00:12,10.237653048268905
2023-01-01 00:00:13,9.169745452797855
2023-01-01 00:00:14,9.273638162813198
2023-01-01 00:00:15,9.8646624938398
2023-01-01 00:00:16,9.649097387321039
2023-01-01 00:00:17,10.322340646688435
2023-01-01 00:00:18,9.720906153695084
2023-01-01 00:00:19,9.478464564356765
2023-01-01 00:00:20,10.927135869956093
2023-01-01 00:00:21,10.091115087083537
2023-01-01 00:00:22,10.24745560738441
2023-01-01 00:00:23,9.511002030117425
2023-01-01 00:00:24,9.960865564272716
2023-01-01 00:00:25,10.298195044558863
2023-01-01 00:00:26,9.676909638824663
2023-01-01 00:00:27,10.449923804088511
2023-01-01 00:00:28,9.971419341850892
2023-01-01 00:00:29,10.135551063375022
2023-01-01 00:00:30,9.990199078325405
2023-01-01 00:00:31,11.226840952801915
2023-01-01 00:00:32,10.303597589551165
2023-01-01 00:00:33,9.79112977950441
2023-01-01 00:00:34,10.740891278310817
2023-01-01 00:00:35,9.728824947394322
2023-01-01 00:00:36,10.453300727582839
2023-01-01 00:00:37,9.378650069267765
2023-01-01 00:00:38,9.70400218727214
2023-01-01 00:00:39,10.476129625632609
2023-01-01 00:00:40,10.756529645331565
2023-01-01 00:00:41,10.48257123154267
2023-01-01 00:00:42,10.348646909790174
2023-01-01 00:00:43,10.265496224222824
2023-01-01 00:00:44,9.686356995569376
2023-01-01 00:00:45,10.075258539834902
2023-01-01 00:00:46,10.214416483354501
2023-01-01 00:00:47,10.982844615389814
2023-01-01 00:00:48,10.63563252641975
2023-01-01 00:00:49,9.591835266631525
2023-01-01 00:00:50,10.644921212573605
2023-01-01 00:00:51,10.299853729834844
2023-01-01 00:00:52,10.163441108534752
2023-01-01 00:00:53,10.817238926265263
2023-01-01 00:00:54,11.036390488959785
2023-01-01 00:00:55,10.996011844210445
2023-01-01 00:00:56,10.120235029588015
2023-01-01 00:00:57,10.394700398132379
2023-01-01 00:00:58,10.724391723810664
2023-01-01 00:00:59,11.055976459972234
2023-01-01 00:01:00,10.338050971282398
2023-01-01 00:01:01,10.494232940584041
2023-01-01 00:01:02,10.043309265153498
2023-01-01 00:01:03,10.007777587689814
2023-01-01 00:01:04,11.021537622831097
2023-01-01 00:01:05,11.302778042347395
2023-01-01 00:01:06,10.598025628617679
2023-01-01 00:01:07,11.145158985214191
2023-01-01 00:01:08,10.833561421969291
2023-01-01 00:01:09,10.33952327264858
2023-01-01 00:01:10,10.852109401762753
2023-01-01 00:01:11,11.449746881289006
2023-01-01 00:01:12,10.672120969194918
2023-01-01 00:01:13,11.481649440874502
2023-01-01 00:01:14,9.398736760765312
2023-01-01 00:01:15,11.128830182793934
2023-01-01 00:01:16,10.7706598430334
2023-01-01 00:01:17,10.586877615292641
2023-01-01 00:01:18,10.791494106735293
2023-01-01 00:01:19,9.761048978706208
2023-01-01 00:01:20,10.65420434273258
2023-01-01 00:01:21,10.951790399910857
2023-01-01 00:01:22,11.521361784889693
2023-01-01 00:01:23,10.532446966858608
2023-01-01 00:01:24,10.396489097644007
2023-01-01 00:01:25,10.558997554775136
2023-01-01 00:01:26,11.276703512299633
2023-01-01 00:01:27,10.992490429849514
2023-01-01 00:01:28,10.572333084948303
